date,Target_Flower,Google_Trend_Score
"Nov 23 – 29, 2025",foxglove,31
"Nov 30 – Dec 6, 2025",foxglove,32
"Dec 7 – 13, 2025",foxglove,29
"Dec 14 – 20, 2025",foxglove,30
"Dec 21 – 27, 2025",foxglove,26
"Dec 28, 2025 – Jan 3, 2026",foxglove,30
"Jan 4 – 10, 2026",foxglove,31
"Jan 11 – 17, 2026",foxglove,34
"Jan 18 – 24, 2026",foxglove,39
"Jan 25 – 31, 2026",foxglove,38
"Feb 1 – 7, 2026",foxglove,42
"Feb 8 – 14, 2026",foxglove,41
"Feb 15 – 21, 2026",foxglove,45
"Feb 22 – 28, 2026",foxglove,38
"Mar 1 – 7, 2026",foxglove,45
"Mar 8 – 14, 2026",foxglove,40
"Mar 2 – 8, 2025",gerbera,55
"Mar 9 – 15, 2025",gerbera,50
"Mar 16 – 22, 2025",gerbera,55
"Mar 23 – 29, 2025",gerbera,53
"Mar 30 – Apr 5, 2025",gerbera,57
"Apr 6 – 12, 2025",gerbera,59
"Apr 13 – 19, 2025",gerbera,59
"Apr 20 – 26, 2025",gerbera,66
"Apr 27 – May 3, 2025",gerbera,69
"May 4 – 10, 2025",gerbera,86
"May 11 – 17, 2025",gerbera,86
"May 18 – 24, 2025",gerbera,70
"May 25 – 31, 2025",gerbera,65
"Jun 1 – 7, 2025",gerbera,61
"Jun 8 – 14, 2025",gerbera,60
"Jun 15 – 21, 2025",gerbera,55
"Jun 22 – 28, 2025",gerbera,53
"Jun 29 – Jul 5, 2025",gerbera,48
"Jul 6 – 12, 2025",gerbera,52
"Jul 13 – 19, 2025",gerbera,49
"Jul 20 – 26, 2025",gerbera,46
"Jul 27 – Aug 2, 2025",gerbera,49
"Aug 3 – 9, 2025",gerbera,50
"Aug 10 – 16, 2025",gerbera,44
"Aug 17 – 23, 2025",gerbera,45
"Aug 24 – 30, 2025",gerbera,46
"Aug 31 – Sep 6, 2025",gerbera,47
"Sep 7 – 13, 2025",gerbera,93
"Sep 14 – 20, 2025",gerbera,55
"Sep 21 – 27, 2025",gerbera,53
"Sep 28 – Oct 4, 2025",gerbera,48
"Oct 5 – 11, 2025",gerbera,46
"Oct 12 – 18, 2025",gerbera,44
"Oct 19 – 25, 2025",gerbera,43
"Oct 26 – Nov 1, 2025",gerbera,43
"Nov 2 – 8, 2025",gerbera,41
"Nov 9 – 15, 2025",gerbera,41
"Nov 16 – 22, 2025",gerbera,44
"Nov 23 – 29, 2025",gerbera,43
"Nov 30 – Dec 6, 2025",gerbera,39
"Dec 7 – 13, 2025",gerbera,38
"Dec 14 – 20, 2025",gerbera,37
"Dec 21 – 27, 2025",gerbera,33
"Dec 28, 2025 – Jan 3, 2026",gerbera,33
"Jan 4 – 10, 2026",gerbera,38
"Jan 11 – 17, 2026",gerbera,43
"Jan 18 – 24, 2026",gerbera,42
"Jan 25 – 31, 2026",gerbera,46
"Feb 1 – 7, 2026",gerbera,52
"Feb 8 – 14, 2026",gerbera,74
"Feb 15 – 21, 2026",gerbera,62
"Feb 22 – 28, 2026",gerbera,52
"Mar 1 – 7, 2026",gerbera,60
"Mar 8 – 14, 2026",gerbera,100
